Description,Status,Related Records,Submittal Type,Unnamed: 6,lon,lat,record_date,original_lon,original_lat,mapping_distance_meters,mapped_to_sales_idx
TEAR OFF REROOF SHINGLE,Closed-CC Issued,0,ePlan,,-81.96602252720673,26.50979126525078,2023-04-01,-81.965875041106,26.510312975755,60.352895421105046,1046
Hurricane - riser and weatherhead repairs,Closed-CC Issued,0,ePlan,,-81.96602252720673,26.50979126525078,2023-06-01,-81.965875041106,26.510312975755,60.352895421105046,1046
Installing 2.5 ton 15 seer 8 kw split system,Closed-CC Issued,0,ePlan,,-81.96602252720673,26.50979126525078,2023-07-01,-81.965875041106,26.510312975755,60.352895421105046,1046
Remove and replace tile roof system,Closed-CC Issued,0,ePlan,,-81.95652983460621,26.50674592888632,2022-10-01,-81.956670007278,26.507269762798,60.36483866695225,137
"tear off existing metal roof replace any rotted wood install new vents, drip edge, valley metal, and pipe flashings. install a peel and stick underlayment, install new standing seam metal panel system, clean job and haul away debris",Closed-CC Issued,0,ePlan,,-81.96888769723162,26.51690528109372,2023-04-01,-81.968540879174,26.516477533824,61.30190272610374,1498
"EMERGENCY PERMIT - REPLACE GROUNDING AND BONDING, METER LUGS DUE TO THE SALT WATER FROM THE HURRICANE",Closed-CC Issued,0,ePlan,,-81.96606241052304,26.51488073899629,2022-10-01,-81.966605565265,26.514971774815,61.30737084126374,1207
Hurricane Ian Damage - Re-model,Closed-Withdrawn,0,Paper Submittal,,-81.96606241052304,26.51488073899629,2023-01-01,-81.966605565265,26.514971774815,61.30737084126374,1207
REMOVE AND REPLACE SHINGLE ROOF,Closed-CC Issued,0,ePlan,,-81.96261589968286,26.51146207421127,2023-01-01,-81.962337009582,26.511940016718,61.600179891764,838
Replace old panelAdd Manual Transfer Switch and 50A portable Generator Inlet,Closed-CC Issued,0,ePlan,,-81.96261589968286,26.51146207421127,2023-07-01,-81.962337009582,26.511940016718,61.600179891764,838
REPLACE EXISTING ELECTRICAL PANEL AND ADD TRANSFER SWITCH FOR PORTABLE GENERATOR INLET,Closed-Withdrawn,0,ePlan,,-81.96261589968286,26.51146207421127,2023-07-01,-81.962337009582,26.511940016718,61.600179891764,838
Replace Main Lug Panel With New,Closed-CC Issued,0,ePlan,,-81.96164558908306,26.51984900390873,2022-07-01,-81.96120023298,26.519518414367,61.74312431131369,979
"tear off and re-roof shingles*Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.96164558908306,26.51984900390873,2023-05-01,-81.96120023298,26.519518414367,61.74312431131369,979
Tile Reroof,Closed-CC Issued,0,ePlan,,-81.95685009218366,26.5201947524419,2023-09-01,-81.956294525027,26.520218726293,61.90329050134993,712
REMOVE EXISTING SHINGLES AND REPLACE WITH NEW,Closed-CC Issued,0,ePlan,,-81.95954819810437,26.51330443483257,2023-01-01,-81.960011353846,26.513615727424,62.12177850247136,1130
REPLACE LIKE FOR LIKE 3 TON 19 SEER SPLIT SYSTEM AND 2 TON 20 SEER SPLIT SYSTEM,Closed-CC Issued,0,ePlan,,-81.95900495106437,26.51212623654605,2022-07-01,-81.959058445347,26.511568691023,62.35099170257656,952
LIKE FOR LIKE REPLACEMENT 3 ton condenser only ( 19SEER)2  ton condenser only (20SEER),Closed-CC Issued,0,ePlan,,-81.95900495106437,26.51212623654605,2022-12-01,-81.959058445347,26.511568691023,62.35099170257656,952
New location for LP tank - RT front of structure,Closed-Revision Approved,2,ePlan,,-81.96466142358457,26.5187139966476,2022-09-01,-81.964636109705,26.518151534589,62.67665569331586,1397
"RAN LINES TO WATER HEATER AND FUTURE GRIL, GEN AND FIREPIT.",Closed-Revision Approved,2,ePlan,,-81.96466142358457,26.5187139966476,2022-12-01,-81.964636109705,26.518151534589,62.67665569331586,1397
"Fence along the property line, asking for a variance of 5 ft instead of 4ft, have large dog",Closed-Withdrawn,0,ePlan,,-81.96466142358457,26.5187139966476,2023-01-01,-81.964636109705,26.518151534589,62.67665569331586,1397
Install 295 LF of 4' high aluminum open picket fence with 3 gates.Install 106 LF of 6' high vinyl privacy fence with 1 gate.,Closed-CC Issued,0,ePlan,,-81.96466142358457,26.5187139966476,2023-03-01,-81.964636109705,26.518151534589,62.67665569331586,1397
AC REPLACEMENT LIKE FOR LIKE (SPLIT SYSTEM),Closed-CC Issued,0,ePlan,,-81.97260927938477,26.51045519128213,2023-05-01,-81.972297980345,26.509984712058,62.80044493900154,533
TILE REROOF.,Closed-CC Issued,0,ePlan,,-81.97402812648333,26.512349414462665,2023-01-01,-81.974516213238,26.512645866896,63.570711263726636,35
tile reroof,Closed-CC Issued,0,ePlan,,-81.9566543418438,26.522097674127235,2023-09-01,-81.956955285589,26.521612267781,63.577897462006945,707
SHINGLE REROOF DUE HURRICANE IAN DAMAGES,Closed-CC Issued,0,ePlan,,-81.95989894425811,26.509482201265744,2023-02-01,-81.959337258558,26.509378077479,63.59213716136848,878
"Complete mobile home demolition of 10 mobile home units in Century 21 Mobile Home Park.16301 Gemini Ct, 16303 Gemini Ct, 16305 Gemini Ct, 16307 Gemini Ct, 16309 Gemini Ct, 16311 Gemini Ct, 16313 Gemini Ct, 16315 Gemini Ct, 16317 Gemini Ct, 16319 Gemini Ct.",Closed-CC Issued,0,ePlan,,-81.9595636766971,26.505519732527468,2023-09-01,-81.960008766026,26.50515720664,63.902870498987575,174
"Re-roof, tear-off - Shingle",Closed-CC Issued,0,ePlan,,-81.95917370756418,26.50992566805366,2023-01-01,-81.959337258558,26.509372101619,64.25630365742308,902
SHINGLE ROOF REPLACEMENT,Closed-CC Issued,0,ePlan,,-81.95604772330046,26.511613038405883,2022-07-01,-81.956556086887,26.511334790582,64.51331482125006,122
TEAR OFF & RE-ROOF,Closed-CC Issued,0,ePlan,,-81.96250458478522,26.51118250070112,2022-11-01,-81.962045176158,26.511538364445,64.68978384210796,837
CHANGE OUT 4 TON 16.8 SEER 10 KW SPLIT SYSTEM,Closed-CC Issued,0,ePlan,,-81.96250458478522,26.51118250070112,2023-03-01,-81.962045176158,26.511538364445,64.68978384210796,837
Remove damaged tile and underlayment.  Re-nail decking to code.  Install self adhered underlayment and flashing.  Install tile to manufacturers specifications.,Closed-CC Issued,0,ePlan,,-81.95492222459367,26.521062830797003,2022-10-01,-81.954621846579,26.52055793529,65.39956913930139,377
3 TON LIKE FOR LIKE,Closed-CC Issued,0,ePlan,,-81.96312353558255,26.510416514660783,2023-09-01,-81.962544240498,26.510298817164,65.80466870002817,814
Re-roof,Permit Expired,0,ePlan,,-81.96329522810034,26.5143206962072,2022-10-01,-81.963757568466,26.51394694789,66.18125374069233,1380
Roof Replacement,Closed-Voided,0,ePlan,,-81.96329522810034,26.5143206962072,2022-10-01,-81.963757568466,26.51394694789,66.18125374069233,1380
Replacement of Split System,Permit Expired,0,ePlan,,-81.96329522810034,26.5143206962072,2022-10-01,-81.963757568466,26.51394694789,66.18125374069233,1380
New roof system/Shingles,Closed-Voided,0,ePlan,,-81.9599634607271,26.51192836208452,2022-08-01,-81.960223151713,26.511391743321,66.36381788639909,947
New roof system,Closed-CC Issued,0,ePlan,,-81.9599634607271,26.51192836208452,2022-12-01,-81.960223151713,26.511391743321,66.36381788639909,947
Shingle to shingle roof replacement.  ***Inspections Done By Private Provider-Universal Engineering***,Permit Expired,0,ePlan,,-81.96229822532213,26.51094298393689,2022-12-01,-81.961932507539,26.511425079923,67.36157412848281,132
HVAC Change Out Split System 3Ton,Closed-CC Issued,0,ePlan,,-81.96229822532213,26.51094298393689,2023-04-01,-81.961932507539,26.511425079923,67.36157412848281,132
"Complete mobile home demolition of 10 mobile home units at Century 21 Mobile Home Park16302 Gemini Ct, 16304 Gemini Ct, 16306 Gemini Ct, 16308 Gemini Ct, 16310 Gemini Ct, 16312 Gemini Ct, 16314 Gemini Ct, 16371 Gemini Ct, 16369 Gemini Ct, 16365 Gemini Ct.",Closed-CC Issued,0,ePlan,,-81.95936740271851,26.505182947671297,2023-09-01,-81.959960468561,26.505045086618,67.78033046573586,175
Re-roof,Closed-CC Issued,0,ePlan,,-81.9611522935858,26.51433050250008,2022-11-01,-81.961143364185,26.513712808097,68.76892536693175,1375
Repipe of domestic water system,Closed-Voided,0,ePlan,,-81.96728639067786,26.514719187037308,2022-11-01,-81.966721167061,26.51496977594,68.82714356932124,1220
Remodel due to hurricane Ian,Permit Expired,0,Paper Submittal,,-81.96728639067786,26.514719187037308,2022-12-01,-81.966721167061,26.51496977594,68.82714356932124,1220
"DRYWALL, INSULATION, INTERIOR DOORS, CABINETS, HVAC",Closed-CC Issued,1,Paper Submittal,,-81.95931857850152,26.50747794889816,2022-11-01,-81.959281494088,26.508100142487,69.385508259301,624
HURRICANE IAN: REMOVE EXISTING 5V METAL DOWN TO SHEATHING AND INSTALL A NEW 5V METAL ROOF.,Closed-CC Issued,0,ePlan,,-81.95931857850152,26.50747794889816,2023-06-01,-81.959281494088,26.508100142487,69.385508259301,624
"install new 324' of 48"" aluminum picket fence with gates",Closed-CC Issued,0,ePlan,,-81.95931857850152,26.50747794889816,2023-08-01,-81.959281494088,26.508100142487,69.385508259301,624
Replacement pool enclosure and composite elite roof,Closed-CO Issued,0,ePlan,,-81.9616390839224,26.51432833737945,2022-09-01,-81.961557622266,26.513706393788,69.82611510387423,1378
Electrical outlet & light added to shed by owner,Closed-Revision Approved,1,ePlan,,-81.9616390839224,26.51432833737945,2022-09-01,-81.961557622266,26.513706393788,69.82611510387423,1378
"SHINGLE RE-ROOF. SHINGLES OFF, SHINGLES ON",Closed-CC Issued,0,ePlan,,-81.9616390839224,26.51432833737945,2023-01-01,-81.961557622266,26.513706393788,69.82611510387423,1378
Install 120' of Vinyl Sheet Piling,Closed-CC Issued,0,ePlan,,-81.96701110673689,26.52019671245292,2022-12-01,-81.967302844733,26.51963495027,70.46545523343313,1156
"Interior Remodeling: Drywall, insulation, painting, and carpentry",Closed-CC Issued,0,ePlan,,-81.96701110673689,26.52019671245292,2023-05-01,-81.967302844733,26.51963495027,70.46545523343313,1156
"Whole home redevice , panel replacement, meter replacement, and kitchen remodel",Closed-Withdrawn,0,ePlan,,-81.96701110673689,26.52019671245292,2023-07-01,-81.967302844733,26.51963495027,70.46545523343313,1156
****PERMIT WITHDRAWN****like for like replacement 5 ton 14 seer and 2 ton 16 seer split systems,Closed-Withdrawn,0,ePlan,,-81.96701110673689,26.52019671245292,2023-07-01,-81.967302844733,26.51963495027,70.46545523343313,1156
Size for size all impact windows & SGD's to be installed.,Closed-CC Issued,0,ePlan,,-81.96701110673689,26.52019671245292,2023-08-01,-81.967302844733,26.51963495027,70.46545523343313,1156
LIKE FOR LIKE REPLACEMENT SPLIT SYSTEM,Closed-Voided,0,ePlan,,-81.96701110673689,26.52019671245292,2023-09-01,-81.967302844733,26.51963495027,70.46545523343313,1156
CHANGE OUT 1.5 TON 15.5 SEER 8 KW AND 3 TON 15.5 SEER 10 KW SPLIT SYSTEMS,Closed-CC Issued,0,ePlan,,-81.9572714552331,26.510855464240315,2023-07-01,-81.95666428208,26.510674945781,70.51453362974796,914
RE-ROOF SHINGLE,Closed-CC Issued,0,ePlan,,-81.95845410726167,26.50888926746239,2022-11-01,-81.958973567868,26.509254387064,70.68176988240475,896
Roof Mounted Solar PV Installation,Closed-CC Issued,0,ePlan,,-81.95845410726167,26.50888926746239,2023-05-01,-81.958973567868,26.509254387064,70.68176988240475,896
CAHNAGE OUT 4 TON 15.5 SEER 10 KW SPLIT SYSTEM,Closed-CC Issued,0,ePlan,,-81.95845410726167,26.50888926746239,2023-09-01,-81.958973567868,26.509254387064,70.68176988240475,896
"DRYWALL, CABINETS, INSULATION, HVAC, INTERIOR DOORS",Closed-CC Issued,0,ePlan,,-81.96066117322084,26.50836039766421,2022-11-01,-81.960080542668,26.508085464035,71.51565714476318,594
Replacement screen enclosure for pool due to damage from Hurricane Ian,Closed-CC Issued,0,ePlan,,-81.96165978816106,26.51218378434561,2023-09-01,-81.961935652892,26.511601130669,71.76356337755858,841
Re-roof tile to tile w/ tear off. Includes 2 self-flashing skylights.,Closed-CC Issued,0,ePlan,,-81.96246970131078,26.51293356150292,2023-03-01,-81.962535681731,26.513577871332,72.09966793063538,982
"replacing 23 size for size windows****REVISION-CHANGING LINE 14 TO AWNING 15968.1*** ***R02-Added an additional 5 windows, 3 entry doors, and 2 sidelights.***  ***R03-Change line 19,20 to shoreline single hung 8957.2***",Closed-CC Issued,3,ePlan,,-81.96962607192678,26.51114058338908,2023-05-01,-81.97003798303,26.510640000037,72.16545558865143,477
CHANGING LINE 14  TO AWNING 15968.1,Closed-Revision Approved,3,ePlan,,-81.96962607192678,26.51114058338908,2023-06-01,-81.97003798303,26.510640000037,72.16545558865143,477
install temporary travel trailer for FDEM due to damage from hurricane Ian,Closed-TMP,0,ePlan,,-81.96641778504856,26.518351324890418,2023-03-01,-81.965812309202,26.518596908993,72.73486880075106,757
Reroof. Removing old tile roof and replacing with 57000 sq ft of decra metal.,Closed-CC Issued,0,ePlan,,-81.96641778504856,26.518351324890418,2023-03-01,-81.965812309202,26.518596908993,72.73486880075106,757
New repipe and drain pipe,Permit Expired,0,ePlan,,-81.96641778504856,26.518351324890418,2023-04-01,-81.965812309202,26.518596908993,72.73486880075106,757
"Tear off exisiting roof, replace any needed plywood, install new metal roof.",Closed-CC Issued,0,ePlan,,-81.96368008303337,26.513005001345974,2023-05-01,-81.963715480744,26.513659009658,72.91076489257115,1125
6ft wood fence with no gates,Closed-CC Issued,1,ePlan,,-81.96049745027533,26.51295373484991,2023-04-01,-81.960538591402,26.513607563758,72.92818091059526,1128
Fence layout detail was adjusted to not include gates,Closed-Revision Approved,1,ePlan,,-81.96049745027533,26.51295373484991,2023-08-01,-81.960538591402,26.513607563758,72.92818091059526,1128
Re-roofing 54 squares shingle to metal,Closed-CC Issued,0,ePlan,,-81.96049745027533,26.51295373484991,2023-09-01,-81.960538591402,26.513607563758,72.92818091059526,1128
INSTALL TPO YINYL ROOFING,Waiting on Applicant,0,ePlan,,-81.96858754029104,26.51555187629616,2022-11-01,-81.968451263383,26.516196225355,73.31561781614562,458
replace split system,Closed-CC Issued,0,ePlan,,-81.97298924175125,26.50889777769605,2023-01-01,-81.972333642425,26.508807484239,73.6702425168482,1421
Shingle Re-Roof,Closed-CC Issued,0,ePlan,,-81.96096195839915,26.511021946637225,2022-10-01,-81.960341872613,26.511259243855,73.90980316015543,889
REMOVE AND REPLACE SHINGLE ROOF,Closed-CC Issued,0,ePlan,,-81.95912834085493,26.521795894380823,2023-03-01,-81.958736682381,26.522338729334,74.51509574022882,1082
tear off and re-roof shingle and mod bit roof.,Closed-CC Issued,0,ePlan,,-81.96013785361686,26.51295601060034,2023-03-01,-81.960274972624,26.513611645591,74.5643649507506,1129
REMOVE EXISITING FLAT ROOF SYSTEM. REPLACE WITH RESISTO UNDERLAYMENT AND CERTAINTEED MODIFIED BITUMEN,Closed-CC Issued,0,ePlan,,-81.96013785361686,26.51295601060034,2023-08-01,-81.960274972624,26.513611645591,74.5643649507506,1129
SIZExSIZE Replacement (1) IMP Double Door,Closed-CC Issued,1,ePlan,,-81.95952428638378,26.509923482441938,2022-07-01,-81.95933428959,26.509279677555,74.72412642319507,901
SOLAR POOL HEATER ROOF MOUNTED HOOKED UP TO EXISTING POOL EQUIPMENT,Closed-Withdrawn,0,ePlan,,-81.95952428638378,26.509923482441938,2022-09-01,-81.95933428959,26.509279677555,74.72412642319507,901
Shingle Re-Roof,Closed-Voided,0,ePlan,,-81.95952428638378,26.509923482441938,2022-11-01,-81.95933428959,26.509279677555,74.72412642319507,901
Full Shingle Re-Roof.,Closed-CC Issued,0,ePlan,,-81.95952428638378,26.509923482441938,2022-11-01,-81.95933428959,26.509279677555,74.72412642319507,901
Tear off and replace 51 squares of asphalt shingles.Owens Corning Duration 10674.1Owens Corning Rhino 15216.1,Closed-Voided,0,ePlan,,-81.95952428638378,26.509923482441938,2022-11-01,-81.95933428959,26.509279677555,74.72412642319507,901
tear off and replace with metal roof,Closed-CC Issued,0,ePlan,,-81.96733707819872,26.51530105134632,2023-05-01,-81.966697630791,26.515084795681,75.14384479266073,1163
"Hurricane Ian Demolition.Demolition and legal disposal of 4937sqft structure and all of its contents including pad, footers, concrete curb, concrete leadwalks, 11,000sqft asphalt parking lot, all fencing, and all vegetation within 10' of structure is proposed to be removed and legally disposed of.",Closed-CC Issued,0,ePlan,,-81.9560796839065,26.508376141780097,2022-12-01,-81.955752647416,26.508970982203,75.56553743702405,151
Add 200 amp 240 volt Temporary Service,Closed-Voided,0,ePlan,,-81.9560796839065,26.508376141780097,2023-01-01,-81.955752647416,26.508970982203,75.56553743702405,151
Pleacement of Temporary office for Sanibel Community Bank,Permit Issued,0,Paper Submittal,,-81.9560796839065,26.508376141780097,2023-02-01,-81.955752647416,26.508970982203,75.56553743702405,151
REPLACE 4 TON 15 KW 14 SEER SPLIT SYSTEM,Closed-CC Issued,0,ePlan,,-81.96127938999552,26.50524799962784,2022-12-01,-81.961953968486,26.505326279899,75.59799643710369,648
Replacement Pool Enclosure Over Existing Deck With A Screen Roof,Permit Expired,0,ePlan,,-81.96160596205999,26.52214517471885,2023-02-01,-81.961271308198,26.521548149152,76.18979692029895,972
"We will remove the old asphalt shingles down to the CDX deck, replace any rotted wood, re-nail entire deck, cover deck with peel and stick ice and water shield and install a NEW complete GAF fiberglass shingle system with all accessories.",Closed-CC Issued,0,ePlan,,-81.95843467316172,26.514146883687097,2023-01-01,-81.959033315948,26.513814635747,76.21655961551978,1121
Tear off Shingle Roof Install Metal with flat,Closed-CC Issued,0,ePlan,,-81.96531107073896,26.5132841339676,2023-01-01,-81.965454456576,26.513955625016,76.43556806045983,1029
Install Hurricane Ian Replacement Pool Enclosure Over Existing Deck With A Screen Roof.,Closed-CO Issued,0,ePlan,,-81.97403358192797,26.51295783686229,2022-11-01,-81.974644248504,26.512643694817,76.44684834399241,34
Install 30 370 solar electric panels on a tile roof with Enphase equipment.,Closed-CC Issued,0,ePlan,,-81.97403358192797,26.51295783686229,2023-04-01,-81.974644248504,26.512643694817,76.44684834399241,34
Replace 200' of Seawall In Same Footprint.,Closed-CC Issued,0,ePlan,,-81.96801180551708,26.51925748119072,2023-01-01,-81.967385664924,26.519558290259,77.32839916791114,115
REROOF METAL TO METAL *Inspections done by Private Provider- Coastal Code Services*,Closed-CC Issued,0,ePlan,,-81.96801180551708,26.51925748119072,2023-04-01,-81.967385664924,26.519558290259,77.32839916791114,115
Install roof to wall connectors using Simpson Strong Tie HGA10 and HGAM10,Permit Expired,0,ePlan,,-81.96801180551708,26.51925748119072,2023-06-01,-81.967385664924,26.519558290259,77.32839916791114,115
Replacement Pool Enclosure- Hurricane Ian. same footprint.,Closed-CC Issued,0,ePlan,,-81.95993095697895,26.51052483737365,2023-02-01,-81.960191701446,26.51116958782,77.42070433102896,936
A/C CHANGEOUT,Closed-CC Issued,0,ePlan,,-81.95993095697895,26.51052483737365,2023-09-01,-81.960191701446,26.51116958782,77.42070433102896,936
Replace Air Handler and Condenser,Permit Expired,0,ePlan,,-81.95570274750843,26.520732029256585,2023-03-01,-81.956166201127,26.520209727961,77.73196696747291,715
"Replacing 4 windows,1 entry door, and 1 SGD, size for size",Closed-CC Issued,0,ePlan,,-81.96497782966954,26.51734597123396,2023-02-01,-81.964777343081,26.518020737178,78.36042065811905,1171
Replace HVAC system,Waiting on Applicant,0,ePlan,,-81.97504223528098,26.5085073352502,2023-04-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC System in Building 23Unit 2305Unit 2306Unit 2307Unit 2308,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC System in Building 23Unit 2301Unit 2302Unit 2303Unit 2304,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC Sytem in Building 22Unit 2205Unit 2206Unit 2207Unit 2208,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC System in Building 22Unit 2201Unit 2202Unit 2203Unit 2204,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC Sytem in Building 21Unit 2105Unit 2106Unit 2107Unit 2108,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC System in Building 21Unit 2101Unit 2102Unit 2103Unit 2104,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC Sytem in Building 20Unit 2001Unit 2002Unit 2003Unit 2004,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC Sytem in Building 19Unit 1905Unit 1906Unit 1907Unit 1908,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC System in Building 19Unit 1901Unit 1902Unit 1903Unit 1904,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC Sytem in Building 18Unit 1805Unit 1806Unit 1807Unit 1808,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC System in Building 18Unit 1801Unit 1802Unit 1803Unit 1804,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC Sytem in Building 17Unit 1705Unit 1706Unit 1707Unit 1708,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC System in Building 17Unit 1701Unit 1702Unit 1703Unit 1704,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC Sytem in Building 16Unit 1605Unit 1606Unit 1607Unit 1608,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC System in Building 16Unit 1601Unit 1602Unit 1603Unit 1604,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC Systems in Building 15Unit 1505Unit 1506Unit 1507Unit 1508,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC Systems in Building 15Unit 1505Unit 1506Unit 1507Unit 1508,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC Systems in Building 15Unit 1501Unit 1502Unit 1503UNit 1504,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC Sytem in building 14Unit 1405Unit 1406Unit 1407Unit 1408,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC Systems in Building 14Unit 1401Unit 1402Unit 1403Unit 1404,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC System in Building 13Unit 1305Unit 1306Unit 1307Unit 1308,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC Systems in building13Unit 1301Unit 1302Unit 1303Unit 1304,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
HVAC Replacement Building #11Unit 1105Unit 1106Unit 1107Unit 1108,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC systemsBuilding 12Units# 1201# 1202# 1203# 1204,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC SystemBuilding 11Units 1101Units 1102UNits 1103Units 1104,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC SystemsBuilding 10units 1005Units 1006Units 1007Units 1008,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC SystemsBuilding 10Unit 1001Unit 1002Unit 1003UNit 1004,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC SystemsBuilding 9Unit 905Unit 906Unit 907Unit 908,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC SystemsBuilding 9Units# 901# 902# 903# 904,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC systemsBuilding 8Units# 805# 806# 807# 808,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC systemBuilding 8Units# 801# 802# 803# 804,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC systemsBuilding 7Units# 705#706# 707# 708,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC systemsBuilding 7Units# 701# 702# 703# 704,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC systemsBuilding 6Units# 605# 606# 607# 608,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC systemsBuilding 6Units# 601# 602# 603# 604,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC systemsBuilding 5Units# 505# 506# 507# 508,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC systemsBuilding 5Units# 501# 502# 503# 504,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC systemsBuilding 4Units# 405# 406# 407# 408,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
Replace HVAC systemsBuilding 4Units# 401# 402# 403# 404,Closed-CC Issued,0,ePlan,,-81.97504223528098,26.5085073352502,2023-05-01,-81.974554490078,26.507999497013,78.38343550959281,1407
